nombre_estado,cve_ent,nombre_municipio,cve_geo,nivel_priorizacion,tipo_vul,vulnerabilidad_actual,aumento_vulnerabilidad
Guerrero,12,Copala,12018,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Guerrero,12,Copala,12018,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Guerrero,12,Copala,12018,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Guerrero,12,Copala,12018,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Guerrero,12,Copala,12018,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,Aumento
Guerrero,12,Copalillo,12019,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Guerrero,12,Copalillo,12019,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,
Guerrero,12,Copalillo,12019,Primer Nivel de Priorización,Población expuesta al dengue,Medio,
Guerrero,12,Copalillo,12019,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Guerrero,12,Copalillo,12019,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Copalillo,12019,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Copanatoyac,12020,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Guerrero,12,Copanatoyac,12020,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,
Guerrero,12,Copanatoyac,12020,Segundo Nivel de Priorización,Población expuesta al dengue,Bajo,
Guerrero,12,Copanatoyac,12020,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Guerrero,12,Copanatoyac,12020,Segundo Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Copanatoyac,12020,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Cualác,12024,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Guerrero,12,Cualác,12024,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,
Guerrero,12,Cualác,12024,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Guerrero,12,Cualác,12024,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Guerrero,12,Cualác,12024,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Cualác,12024,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Cuautepec,12025,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Guerrero,12,Cuautepec,12025,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,
Guerrero,12,Cuautepec,12025,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Guerrero,12,Cuautepec,12025,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Guerrero,12,Cuautepec,12025,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Guerrero,12,Cuautepec,12025,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Guerrero,12,Florencio Villarreal,12030,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Guerrero,12,Florencio Villarreal,12030,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Guerrero,12,Florencio Villarreal,12030,Segundo Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Guerrero,12,Florencio Villarreal,12030,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Guerrero,12,Florencio Villarreal,12030,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Guerrero,12,Florencio Villarreal,12030,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,
Guerrero,12,Huamuxtitlán,12033,,Producción forrajera en estrés hídrico,,
Guerrero,12,Huamuxtitlán,12033,,Producción ganadera en estrés hídrico,,
Guerrero,12,Huamuxtitlán,12033,,Población expuesta al dengue,,
Guerrero,12,Huamuxtitlán,12033,,Asentamientos humanos expuestos a deslaves,,
Guerrero,12,Huamuxtitlán,12033,,Producción ganadera en inundaciones,,
Guerrero,12,Huamuxtitlán,12033,,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Igualapa,12036,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Guerrero,12,Igualapa,12036,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Guerrero,12,Igualapa,12036,Segundo Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Guerrero,12,Igualapa,12036,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Guerrero,12,Igualapa,12036,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Guerrero,12,Igualapa,12036,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Malinaltepec,12041,,Producción forrajera en estrés hídrico,,
Guerrero,12,Malinaltepec,12041,,Producción ganadera en estrés hídrico,,
Guerrero,12,Malinaltepec,12041,,Población expuesta al dengue,,
Guerrero,12,Malinaltepec,12041,,Asentamientos humanos expuestos a deslaves,,
Guerrero,12,Malinaltepec,12041,,Producción ganadera en inundaciones,,
Guerrero,12,Malinaltepec,12041,,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Olinalá,12045,,Producción forrajera en estrés hídrico,,
Guerrero,12,Olinalá,12045,,Producción ganadera en estrés hídrico,,
Guerrero,12,Olinalá,12045,,Población expuesta al dengue,,
Guerrero,12,Olinalá,12045,,Asentamientos humanos expuestos a deslaves,,
Guerrero,12,Olinalá,12045,,Producción ganadera en inundaciones,,
Guerrero,12,Olinalá,12045,,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Ometepec,12046,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Guerrero,12,Ometepec,12046,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Guerrero,12,Ometepec,12046,Segundo Nivel de Priorización,Población expuesta al dengue,Alto,
Guerrero,12,Ometepec,12046,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Guerrero,12,Ometepec,12046,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Guerrero,12,Ometepec,12046,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,San Luis Acatlán,12052,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Guerrero,12,San Luis Acatlán,12052,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Guerrero,12,San Luis Acatlán,12052,Segundo Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Guerrero,12,San Luis Acatlán,12052,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Guerrero,12,San Luis Acatlán,12052,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Guerrero,12,San Luis Acatlán,12052,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Tlacoapa,12063,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Guerrero,12,Tlacoapa,12063,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,
Guerrero,12,Tlacoapa,12063,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Guerrero,12,Tlacoapa,12063,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Guerrero,12,Tlacoapa,12063,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Tlacoapa,12063,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Tlapa de Comonfort,12066,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Guerrero,12,Tlapa de Comonfort,12066,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Guerrero,12,Tlapa de Comonfort,12066,Primer Nivel de Priorización,Población expuesta al dengue,Sin Vulnerabilidad,Aumento
Guerrero,12,Tlapa de Comonfort,12066,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Guerrero,12,Tlapa de Comonfort,12066,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Guerrero,12,Tlapa de Comonfort,12066,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Xalpatláhuac,12069,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Muy Alto,Aumento
Guerrero,12,Xalpatláhuac,12069,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Guerrero,12,Xalpatláhuac,12069,Primer Nivel de Priorización,Población expuesta al dengue,Sin Vulnerabilidad,Aumento
Guerrero,12,Xalpatláhuac,12069,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Guerrero,12,Xalpatláhuac,12069,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Xalpatláhuac,12069,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Xochihuehuetlán,12070,,Producción forrajera en estrés hídrico,,
Guerrero,12,Xochihuehuetlán,12070,,Producción ganadera en estrés hídrico,,
Guerrero,12,Xochihuehuetlán,12070,,Población expuesta al dengue,,
Guerrero,12,Xochihuehuetlán,12070,,Asentamientos humanos expuestos a deslaves,,
Guerrero,12,Xochihuehuetlán,12070,,Producción ganadera en inundaciones,,
Guerrero,12,Xochihuehuetlán,12070,,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Xochistlahuaca,12071,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Guerrero,12,Xochistlahuaca,12071,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Guerrero,12,Xochistlahuaca,12071,Primer Nivel de Priorización,Población expuesta al dengue,Medio,
Guerrero,12,Xochistlahuaca,12071,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Guerrero,12,Xochistlahuaca,12071,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Xochistlahuaca,12071,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Zapotitlán Tablas,12072,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Guerrero,12,Zapotitlán Tablas,12072,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,
Guerrero,12,Zapotitlán Tablas,12072,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Guerrero,12,Zapotitlán Tablas,12072,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Guerrero,12,Zapotitlán Tablas,12072,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Zapotitlán Tablas,12072,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Acatepec,12076,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Guerrero,12,Acatepec,12076,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,
Guerrero,12,Acatepec,12076,Primer Nivel de Priorización,Población expuesta al dengue,Medio,
Guerrero,12,Acatepec,12076,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Guerrero,12,Acatepec,12076,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Acatepec,12076,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Marquelia,12077,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Guerrero,12,Marquelia,12077,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Guerrero,12,Marquelia,12077,Segundo Nivel de Priorización,Población expuesta al dengue,Muy Alto,Aumento
Guerrero,12,Marquelia,12077,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Guerrero,12,Marquelia,12077,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Guerrero,12,Marquelia,12077,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,Aumento
Guerrero,12,José Joaquín de Herrera,12079,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Guerrero,12,José Joaquín de Herrera,12079,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,
Guerrero,12,José Joaquín de Herrera,12079,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Guerrero,12,José Joaquín de Herrera,12079,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Guerrero,12,José Joaquín de Herrera,12079,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,José Joaquín de Herrera,12079,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Juchitán,12080,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Guerrero,12,Juchitán,12080,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Guerrero,12,Juchitán,12080,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Guerrero,12,Juchitán,12080,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Guerrero,12,Juchitán,12080,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Guerrero,12,Juchitán,12080,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Iliatenco,12081,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Guerrero,12,Iliatenco,12081,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Guerrero,12,Iliatenco,12081,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Guerrero,12,Iliatenco,12081,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,
Guerrero,12,Iliatenco,12081,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Guerrero,12,Iliatenco,12081,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Cuajinicuilapa,12023,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,Aumento
Guerrero,12,Cuajinicuilapa,12023,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Guerrero,12,Cuajinicuilapa,12023,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,Aumento
Guerrero,12,Cuajinicuilapa,12023,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Guerrero,12,Cuajinicuilapa,12023,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Guerrero,12,Cuajinicuilapa,12023,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,
Guerrero,12,Tlacoachistlahuaca,12062,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Guerrero,12,Tlacoachistlahuaca,12062,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Guerrero,12,Tlacoachistlahuaca,12062,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Guerrero,12,Tlacoachistlahuaca,12062,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Guerrero,12,Tlacoachistlahuaca,12062,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Guerrero,12,Tlacoachistlahuaca,12062,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Tlalixtaquilla de Maldonado,12065,,Producción forrajera en estrés hídrico,,
Guerrero,12,Tlalixtaquilla de Maldonado,12065,,Producción ganadera en estrés hídrico,,
Guerrero,12,Tlalixtaquilla de Maldonado,12065,,Población expuesta al dengue,,
Guerrero,12,Tlalixtaquilla de Maldonado,12065,,Asentamientos humanos expuestos a deslaves,,
Guerrero,12,Tlalixtaquilla de Maldonado,12065,,Producción ganadera en inundaciones,,
Guerrero,12,Tlalixtaquilla de Maldonado,12065,,Asentamientos humanos expuestos a inundaciones,,
Guerrero,12,Alcozauca de Guerrero,12004,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Guerrero,12,Alcozauca de Guerrero,12004,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Guerrero,12,Alcozauca de Guerrero,12004,Segundo Nivel de Priorización,Población expuesta al dengue,,Aumento
Guerrero,12,Alcozauca de Guerrero,12004,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Muy Alto,Aumento
Guerrero,12,Alcozauca de Guerrero,12004,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,
